INSTNM,CITY,STABBR,ZIP,CONTROL,LATITUDE,LONGITUDE,ADM_RATE,SAT_AVG_ALL,COSTT4_A,RET_FT4,DEBT_MDN,UGDS,UGDS_WHITE,UGDS_BLACK,UGDS_HISP,UGDS_ASIAN,UGDS_AIAN,UGDS_NHPI,AccredAgency
ITT Technical Institute-Johnson City,Johnson City,TN,37615,3,36.3823,-82.4294,0.9197,NULL,25173,NULL,14656.5,139,0.8921,0.0504,0.0216,0,0.0072,0,NULL
ITT Technical Institute-DeSoto,DeSoto,TX,75115,3,32.5899,-96.8775,0.9,NULL,25344,NULL,14656.5,187,0.123,0.7059,0.123,0.0107,0,0,NULL
ITT Technical Institute-North Charleston,North Charleston,SC,29406,3,32.9007,-80.0294,0.9545,NULL,26608,NULL,14656.5,265,0.366,0.5358,0.034,0.0113,0.0038,0.0038,NULL
ITT Technical Institute-Aurora,Aurora,CO,80014,3,39.6748,-104.842,0.8269,NULL,26832,NULL,14656.5,247,0.4939,0.2632,0.1538,0.0121,0.0162,0.004,NULL
ITT Technical Institute-West Covina,San Dimas,CA,91773,3,34.0686,-117.9422,1,NULL,26525,NULL,14656.5,148,0.0743,0.0608,0.6824,0.1351,0.0068,0,NULL
ITT Technical Institute-Culver City,Culver City,CA,90230,3,33.9817,-118.3959,0.9058,NULL,26800,0,14656.5,319,0.0752,0.3197,0.5204,0.0282,0.0063,0,NULL
ITT Technical Institute-Dearborn,Dearborn,MI,48124,3,42.3034,-83.2633,0.9826,NULL,27139,NULL,14656.5,438,0.3037,0.5662,0.0525,0.0068,0.0068,0,NULL
ITT Technical Institute-Las Vegas,North Las Vegas,NV,89032,3,36.2175,-115.1903,0.968,NULL,27586,NULL,14656.5,569,0.29,0.2794,0.246,0.065,0.0123,0.0035,NULL
Touro University Worldwide,Los Alamitos,CA,90720,2,34.0946,-118.366,0.8814,NULL,20498,0.6667,PrivacySuppressed,150,0.6933,0.0467,0.0467,0.0133,0,0,NULL
Touro University California,Vallejo,CA,94592,2,38.0885,-122.2659,NULL,NULL,NULL,NULL,12500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Middle States Commission on Higher Education | Western Association of Schools and Colleges Senior College and University Commission
The Chicago School of Professional Psychology at Washington DC,Washington,DC,20005,2,38.9016,-77.0336,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Anamarc College-Santa Teresa,Santa Teresa,NM,88008,3,31.8639,-106.6914,NULL,NULL,NULL,0.5854,7732,96,0.0104,0.0313,0.8438,0,0,0,Accrediting Council for Independent Colleges and Schools
Touro University Nevada,Henderson,NV,89014,2,36.0426,-115.0227,NULL,NULL,NULL,NULL,12500,4,0.5,0,0,0.5,0,0,NULL
National College-Willoughby Hills,Willoughby Hills,OH,44092,3,41.5828,-81.4859,NULL,NULL,26560,NULL,13567.5,66,0.0909,0.7121,0.0152,0,0,0,NULL
Herzing University-Kenosha,Kenosha,WI,53144,3,42.6031,-87.8575,0.7683,NULL,23712,0.6522,12000,427,0.6651,0.1452,0.1288,0.0141,0.0047,0.0023,NULL
Herzing University-Brookfield,Brookfield,WI,53005,3,43.0269,-88.1153,0.6875,NULL,23928,0.6154,12000,336,0.6399,0.128,0.0595,0.0298,0.006,0,NULL
Heald College-Modesto,Salida,CA,95367,3,37.7156,-121.0912,NULL,NULL,24722,NULL,7834.5,1091,0.1146,0.0211,0.1787,0.0137,0.0055,0.0073,NULL
Fortis Institute-Houston,Houston,TX,77060,3,29.9385,-95.3952,NULL,NULL,NULL,NULL,9500,333,0.0571,0.3754,0.3123,0.012,0.003,0,NULL
Southern Careers Institute-Brownsville,Brownsville,TX,78520,3,25.9356,-97.4992,NULL,NULL,NULL,NULL,8507,313,0.0128,0,0.984,0,0,0,NULL
Southern Careers Institute-Harlingen,Harlingen,TX,78550,3,26.1652,-97.6788,NULL,NULL,NULL,NULL,8507,331,0.0091,0.003,0.9849,0,0,0,NULL
Strayer University-Global Region,Washington,DC,20005,3,38.9049,-77.0345,NULL,NULL,32554,0,12500,1429,0.4269,0.3751,0.0672,0.0077,0.0084,0.0028,Middle States Commission on Higher Education
Regina's College of Beauty-Charlotte,Charlotte,NC,28208,3,35.2362,-80.8841,NULL,NULL,NULL,NULL,8500,102,0.049,0.951,0,0,0,0,NULL
Kenneth Shuler School of Cosmetology-Florence,Florence,SC,29501,3,34.2382,-79.81,NULL,NULL,NULL,NULL,8003,146,0.4521,0.5411,0,0.0068,0,0,NULL
Fortis College-Columbia,Columbia,SC,29210,3,34.0158,-81.0822,NULL,NULL,19267,NULL,9866.5,543,0.1565,0.8085,0.0129,0.0018,0,0,NULL
Brown Mackie College-Albuquerque,Albuquerque,NM,87123,3,35.0793,-106.527,NULL,NULL,23926,0.2,12136.5,780,0.2949,0.0705,0.441,0.0128,0.1513,0.0013,NULL
Brown Mackie College-St Louis,Fenton,MO,63026,3,38.5444,-90.4365,NULL,NULL,22330,0.25,12136.5,634,0.53,0.4196,0.0189,0.0126,0.0063,0.0032,NULL
Avant Gard The School,Avon,IN,46123,3,39.7601,-86.3782,NULL,NULL,NULL,NULL,9500,47,1,0,0,0,0,0,National Accrediting Commission of Career Arts and Sciences
Toni & Guy Hairdressing Academy-Bellingham,Bellingham,WA,98225,3,48.7505,-122.4762,NULL,NULL,NULL,NULL,10556,75,0.8,0.0133,0.0267,0.04,0.04,0,Accrediting Commission of Career Schools and Colleges
California University of Management and Sciences,Anaheim,CA,92801,2,33.842,-117.9416,NULL,NULL,25820,1,NULL,54,0.0185,0.037,0,0.0556,0,0,Accrediting Council for Independent Colleges and Schools
Ross Medical Education Center-Davison,Davison,MI,48423,3,43.0377,-83.518,NULL,NULL,NULL,NULL,9500,181,0.884,0.0663,0.0166,0,0,0,NULL
Ross Medical Education Center-Granger,Granger,IN,46530,3,41.7203,-86.1743,NULL,NULL,NULL,NULL,9500,174,0.6207,0.2644,0.0977,0,0.0115,0,NULL
Ross Medical Education Center-Niles,Niles,OH,44446,3,41.2111,-80.7527,NULL,NULL,NULL,NULL,9500,151,0.6358,0.3046,0.0132,0,0,0,NULL
Ross Medical Education Center-Canton,Canton,MI,48187,3,42.3221,-83.4822,NULL,NULL,NULL,NULL,9500,131,0.7176,0.1527,0.0534,0.0305,0,0,NULL
Pima Medical Institute-Houston,Houston,TX,77024,3,29.7839,-95.5488,NULL,NULL,NULL,NULL,8708,898,0.2339,0.1915,0.471,0.0735,0.0045,0,NULL
Illinois Center for Broadcasting–Chicago Campus,Chicago,IL,60605,3,41.875,-87.6277,NULL,NULL,NULL,NULL,9500,220,0.2227,0.5636,0.1864,0.0045,0,0,NULL
Concorde Career Institute-Dallas,Dallas,TX,75243,3,32.9188,-96.7423,1,NULL,NULL,NULL,9500,703,0.2831,0.3457,0.1465,0.0384,0.0114,0.0043,NULL
Concorde Career Institute-Orlando,Orlando,FL,32803,3,28.5599,-81.3409,1,NULL,NULL,NULL,9500,521,0.2207,0.4798,0.1823,0.0134,0,0.0134,Accrediting Commission of Career Schools and Colleges
Concorde Career Institute-San Antonio,San Antonio,TX,78229,3,29.4893,-98.5816,1,NULL,NULL,NULL,9500,681,0.2394,0.0749,0.5639,0.022,0.0132,0.0044,NULL
Ecotech Institute,Aurora,CO,80012,3,39.6912,-104.8283,NULL,NULL,21721,NULL,12380.5,476,0.6176,0.2227,0.0063,0,0.0021,0,NULL
Johnson & Wales University-Online,Providence,RI,2903,2,41.8204,-71.4137,NULL,NULL,NULL,NULL,20667,118,0.5763,0.1695,0.0678,0.0085,0.0169,0,New England Association of Schools and Colleges Commission on Institutions of Higher Education
Everest College-Fort Worth South,Ft Worth,TX,76115,3,32.6872,-97.321,NULL,NULL,26049,NULL,9500,535,0.1981,0.329,0.4112,0.0093,0.0093,0,NULL
Everest College-Santa Ana,Santa Ana,CA,92701,3,33.7484,-117.8732,NULL,NULL,NULL,NULL,9500,433,0.1085,0.0162,0.7367,0.0485,0.0069,0.0231,NULL
Moreno Valley College,Moreno Valley,CA,92551,1,33.8871,-117.2051,NULL,NULL,12250,NULL,4500,7101,0.1848,0.1331,0.5536,0.0663,0.0027,0.0021,Western Association of Schools and Colleges Accrediting Commission for Community and Junior Colleges
Hair Design Institute at Fifth Avenue-New York,New York,NY,10018,3,40.7532,-73.9927,NULL,NULL,NULL,NULL,7375,224,0.0938,0.3973,0.3884,0.0045,0.0045,0.0089,NULL
Onondaga School of Therapeutic Massage-Rochester,Rochester,NY,14607,3,43.159,-77.5852,NULL,NULL,NULL,NULL,8769,61,0.5902,0.2131,0.1967,0,0,0,NULL
Norco College,Norco,CA,92860,1,33.9154,-117.568,NULL,NULL,12678,NULL,4500,8321,0.2542,0.0649,0.5388,0.0784,0.0025,0.0028,Western Association of Schools and Colleges Accrediting Commission for Community and Junior Colleges
Daymar College-Louisville,Louisville,KY,40245,3,38.2918,-85.5175,NULL,NULL,NULL,NULL,13736.5,15,0.4667,0.5333,0,0,0,0,NULL
Dorsey Business Schools-Saginaw,Saginaw,MI,48603,3,43.4708,-83.9754,NULL,NULL,31242,NULL,9163,223,0.3991,0.4305,0.0942,0.0045,0.0135,0,NULL
Milan Institute of Cosmetology-La Quinta,La Quinta,CA,92253,3,33.706,-116.2769,NULL,NULL,NULL,NULL,9500,162,0.1975,0.0185,0.7346,0.0123,0.0062,0.0123,NULL
Milan Institute-Nampa,Nampa,ID,83651,3,43.6008,-116.5935,NULL,NULL,NULL,NULL,9500,255,0.6118,0.0078,0.3294,0.0078,0.0235,0.0078,NULL
Milan Institute of Cosmetology-El Paso,El Paso,TX,79925,3,31.7494,-106.3017,NULL,NULL,NULL,NULL,9500,458,0.0502,0.0459,0.8908,0.0044,0.0087,0,NULL
Universal Technical Institute - Dallas Fort Worth,Irving,TX,75063,3,NULL,NULL,NULL,NULL,NULL,NULL,13563,1006,0.4026,0.1193,0.3668,0.0209,0.004,0.002,NULL
Finger Lakes School of Massage,Mt. Kisco,NY,10549,3,41.2177,-73.7185,NULL,NULL,NULL,NULL,9500,56,0.5357,0.125,0.2679,0.0536,0,0,NULL
Park Avenue School of Cosmetology,Park Rapids,MN,56470-1551,3,46.9196,-95.06,NULL,NULL,NULL,NULL,7235,53,0.9245,0.0189,0.0189,0,0.0377,0,National Accrediting Commission of Career Arts and Sciences
Salter School of Nursing and Allied Health,Manchester,NH,3103,3,42.9791,-71.449,NULL,NULL,NULL,NULL,7851,257,0.8132,0.0584,0.0506,0.0389,0.0039,0,NULL
Salter School-New Bedford,New Bedford,MA,2745,3,41.6767,-70.9431,NULL,NULL,NULL,NULL,7851,317,0.53,0.1104,0.1987,0.0032,0.0063,0,NULL
Harris School of Business-Upper Darby Campus,Upper Darby,PA,19082,3,39.9609,-75.2589,NULL,NULL,NULL,NULL,7957.5,594,0.037,0.8872,0.0354,0.0051,0.0051,0,NULL
Brown Mackie College-San Antonio,San Antonio,TX,78229,3,29.4945,-98.555,NULL,NULL,23867,0.5294,12136.5,785,0.1847,0.2331,0.5376,0.0178,0.0064,0.0013,NULL
Hollywood Institute of Beauty Careers,Miami Beach,FL,33141,3,25.8483,-80.1547,NULL,NULL,NULL,NULL,5739,53,0.0755,0.5094,0.3962,0.0189,0,0,NULL
Cortiva Institute-New Jersey,Wall,NJ,7719,3,40.1506,-74.0971,NULL,NULL,20942,NULL,6861,66,0.7727,0.0758,0.0455,0.0152,0,0,NULL
Cambridge Junior College-Woodland,Woodland,CA,95695,3,38.6775,-121.7744,0.8667,NULL,NULL,NULL,9500,96,0.375,0.0208,0.5104,0.0208,0,0.0417,NULL
Anthem College-Atlanta,Atlanta,GA,30324,3,33.8221,-84.3675,NULL,NULL,27245,NULL,9934,356,0.0281,0.8792,0.0253,0.0028,0.0028,0,NULL
ICPR Junior College-Manati,Arecibo,PR,674,3,18.4267,-66.4652,NULL,NULL,11115,NULL,NULL,613,0,0,1,0,0,0,NULL
Ridley-Lowell Business & Technical Institute-Danbury,Danbury,CT,6810,3,41.3903,-73.4295,NULL,NULL,NULL,NULL,9500,49,0.449,0.1633,0.3061,0.0204,0,0,NULL
Artistic Nails and Beauty Academy-Lakeland,Lakeland,FL,33801,3,28.055,-81.9453,NULL,NULL,NULL,NULL,6625,220,0.3864,0.4273,0.1864,0,0,0,NULL
Paul Mitchell the School-Murfreesboro,Murfreesboro,TN,37129,3,35.8464,-86.4181,NULL,NULL,NULL,NULL,9833,180,0.6833,0.1889,0.0111,0.0056,0.0056,0,National Accrediting Commission of Career Arts and Sciences
Allied American University,Laguna Hills,CA,92653-1337,3,33.6234,-117.7292,NULL,NULL,NULL,0.8049,4750,2527,0.5441,0.2287,0.1464,0.0206,0.0115,0.0131,Distance Education Accrediting Commission | Western Association of Schools and Colleges Senior College and University Commission
American Sentinel University,Aurora,CO,80014-6510,3,39.6769,-104.8312,NULL,NULL,19605,0.5,12500,2328,0.4253,0.0765,0.0155,0.0571,0.012,0.0107,Distance Education Accrediting Commission
Tribeca Flashpoint Media Arts Academy,Chicago,IL,60602-2716,3,41.8826,-87.631,0.7375,NULL,39183,NULL,6500,386,0.5984,0.0544,0.0363,0.0181,0,0.0026,Accrediting Council for Independent Colleges and Schools
Hawaii Medical College,Honolulu,HI,96814-3518,3,21.2951,-157.847,NULL,NULL,17835,NULL,9500,22,0,0,0.0455,0.3182,0,0.3182,Accrediting Council for Continuing Education and Training
Carolina College of Hair Design,Asheville,NC,28805-1232,3,35.595,-82.5324,NULL,NULL,NULL,NULL,NULL,59,0.7797,0.0339,0.1864,0,0,0,Council on Occupational Education
Virginia College-Baton Rouge,Baton Rouge,LA,70815-8604,3,30.4597,-91.0961,NULL,NULL,20769,NULL,12380.5,600,0.0833,0.8917,0.005,0,0.0017,0,NULL
Remington College-Heathrow Campus,Heathrow,FL,33612-5627,2,28.0547,-82.4646,0.4714,NULL,23519,0.525,9500,235,0.4128,0.3957,0.1149,0.0043,0.0043,0.0383,NULL
College of Massage Therapy,Blackfoot,ID,83221-1758,1,43.193,-112.3474,NULL,NULL,NULL,NULL,NULL,12,0.9167,0,0,0.0833,0,0,Accrediting Bureau of Health Education Schools
Miller-Motte College-Jacksonville,Jacksonville,NC,28540-5901,3,34.7527,-77.4104,NULL,NULL,26996,NULL,10935.5,475,0.5179,0.3221,0.0947,0.0084,0.0063,0.0021,NULL
Miller-Motte Technical College-Augusta,Augusta,GA,30907-0921,3,33.4933,-82.0871,NULL,NULL,26442,NULL,9501,485,0.2186,0.7134,0.0247,0.0041,0.0062,0.0021,NULL
Miller-Motte Technical College-Conway,Conway,SC,29526-9508,3,33.7844,-78.9911,NULL,NULL,24482,NULL,10935.5,752,0.3883,0.5625,0.0253,0.0027,0.0013,0,NULL
Virginia College-Macon,Macon,GA,31206-3180,3,32.8139,-83.6802,NULL,NULL,16069,NULL,12380.5,451,0.0998,0.8492,0.0067,0.0044,0,0,NULL
Virginia College-Spartanburg,Spartanburg,SC,29301-2450,3,34.9354,-82.0056,NULL,NULL,20407,NULL,12380.5,495,0.4121,0.5475,0.0222,0.0061,0.002,0,NULL
Aveda Institute-Portland,Portland,OR,97209-3144,3,45.5256,-122.6843,NULL,NULL,NULL,NULL,15397,348,0.7701,0.0115,0.0747,0.023,0.0086,0.0201,National Accrediting Commission of Career Arts and Sciences
Chamberlain College of Nursing-Virginia,Arlington,VA,22202-3843,3,38.8522,-77.0498,0.8333,NULL,26120,1,20181,363,0.2727,0.2865,0.1405,0.0826,0.0028,0.0055,NULL
Stevens-Henager College-Boise,Boise,ID,83709-6733,2,43.5915,-116.2807,NULL,NULL,28213,0.5843,10500,422,0.7583,0.0118,0.2062,0.0047,0.0071,0.0071,NULL
The Salon Professional Academy-Cincinnati,Cincinnati,OH,45211-2660,3,39.1466,-84.6212,NULL,NULL,NULL,NULL,9500,58,0.5862,0.3793,0.0172,0,0,0,NULL
Penrose Academy,Scottsdale,AZ,85254-4065,3,33.608,-111.926,NULL,NULL,NULL,NULL,10556,177,0.8588,0.0056,0.0847,0,0.0056,0.0056,Council on Occupational Education
Virginia College-Richmond,Richmond,VA,23225-5502,3,37.5008,-77.5296,NULL,NULL,7201,NULL,12380.5,506,0.1067,0.8063,0.0217,0.0059,0.002,0,NULL
Skin Institute,Saint Louis,MO,63126,3,38.5265,-90.3631,NULL,NULL,NULL,NULL,9046,55,0.8,0.2,0,0,0,0,National Accrediting Commission of Career Arts and Sciences
Northwest Institute of Literary Arts,Langley,WA,98260-0000,2,48.0087,-122.5272,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Distance Education Accrediting Commission
Body Therapy Institute,Siler City,NC,27344-6728,3,35.7807,-79.3358,NULL,NULL,NULL,NULL,6967,64,0.6875,0.2031,0.0156,0.0313,0,0,Commission on Massage Therapy Accreditation
Beauty Academy of South Florida,Hialeah Gardens,FL,33016-2421,3,25.8667,-80.3091,NULL,NULL,NULL,NULL,5400,114,0,0,1,0,0,0,Council on Occupational Education
Ogle School Hair Skin Nails-North Dallas,Dallas,TX,75248-1216,3,32.9849,-96.804,NULL,NULL,NULL,NULL,7917,154,0.3052,0.4286,0.1948,0.0195,0.013,0,NULL
The Salon Professional Academy-North Little Rock,North Little Rock,AR,72116-7310,3,34.7962,-92.2565,NULL,NULL,NULL,NULL,9833,64,0.875,0.0156,0.0469,0.0156,0,0,National Accrediting Commission of Career Arts and Sciences
The Salon Professional Academy-St Charles,St. Charles,MO,63301-1021,3,38.7882,-90.5398,NULL,NULL,NULL,NULL,8440,100,0.81,0.13,0.01,0.01,0,0,National Accrediting Commission of Career Arts and Sciences
American Institute,Celebration,FL,34747-5161,3,28.3123,-81.5622,NULL,NULL,NULL,NULL,7851,252,0.2302,0.1111,0.3651,0.0238,0,0,NULL
Mildred Elley-New York Campus,New York,NY,10004-1010,3,40.7055,-74.0136,NULL,NULL,22863,NULL,9500,609,0.0164,0.6108,0.2742,0.0148,0.0049,0,NULL
National Paralegal College,Phoenix,AZ,85014-1561,3,33.5317,-112.0651,NULL,NULL,18603,0.75,9205,1089,0.3196,0.0597,0.0404,0.0064,0.0037,0.0028,Distance Education Accrediting Commission
Carolina College of Biblical Studies,Fayetteville,NC,28303-5157,2,35.0513,-78.9401,NULL,NULL,17692,0.75,PrivacySuppressed,113,0.3363,0.5752,0.0531,0,0.0354,0,Association for Biblical Higher Education Commission on Accreditation
Star Career Academy-Audubon,Audubon,PA,19403-2422,3,40.1183,-75.4145,NULL,NULL,NULL,NULL,9104,469,0.2964,0.6183,0.0299,0.0064,0.0043,0,NULL
Allstate Hairstyling & Barber College,Cleveland,OH,44113-3413,3,41.4838,-81.7042,NULL,NULL,NULL,NULL,NULL,35,0.3143,0.3714,0.2857,0,0,0,National Accrediting Commission of Career Arts and Sciences
Oxford Graduate School,Dayton,TN,37321-6736,2,35.475,-85.061,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Transnational Association of Christian Colleges and Schools Accreditation Commission
Jung Tao School of Classical Chinese Medicine,Sugar Grove,NC,28679-9657,2,36.2632,-81.7849,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Accreditation Commission for Acupuncture and Oriental Medicine
New York Film Academy,Universal City,CA,91608-1002,3,34.136,-118.354,NULL,NULL,NULL,0.86,5759.5,1344,0.3222,0.0536,0.0945,0.1399,0.0119,0.0015,NULL
The Collective School Of Music,New York,NY,10011-2026,3,40.7402,-73.9957,NULL,NULL,NULL,NULL,NULL,50,0.54,0.02,0.18,0.26,0,0,National Association of Schools of Music Commission on Accreditation
International College of Cosmetology,Oakland,CA,94601-3525,3,37.7751,-122.2207,NULL,NULL,NULL,NULL,NULL,179,0.0223,0.0726,0.1788,0.6648,0,0,National Accrediting Commission of Career Arts and Sciences
Bella Capelli Academy,Monroeville,PA,15146-2388,3,40.4334,-79.7827,NULL,NULL,NULL,NULL,8019,89,0.8989,0.0899,0.0112,0,0,0,National Accrediting Commission of Career Arts and Sciences
Institute of Medical Careers,Pittsburgh,PA,15235-3718,3,40.4651,-79.8241,NULL,NULL,NULL,NULL,6537,54,0.4259,0.537,0,0.0185,0,0,Accrediting Bureau of Health Education Schools
Toni & Guy Hairdressing Academy-Modesto,Modesto,CA,95356-0535,3,37.6902,-121.061,NULL,NULL,NULL,NULL,10552.5,47,0.2553,0.1489,0.5532,0.0426,0,0,National Accrediting Commission of Career Arts and Sciences
Georgia Christian University,Atlanta,GA,30360,2,33.9018,-84.1439,NULL,NULL,25010,0.5,9500,156,0,0,0,0.1282,0,0,Transnational Association of Christian Colleges and Schools Accreditation Commission
Flagler Technical Institute,Palm Coast,FL,32137-4714,1,29.5511,-81.2415,NULL,NULL,NULL,NULL,NULL,338,0.7041,0.1568,0.1361,0.003,0,0,Council on Occupational Education
Galaxy Medical College,North Hollywood,CA,91606-1593,3,34.1869,-118.3965,NULL,NULL,NULL,NULL,PrivacySuppressed,31,0.8387,0,0,0,0,0,Accrediting Bureau of Health Education Schools
American Medical Sciences Center,Glendale,CA,91204-5108,3,34.1465,-118.2566,NULL,NULL,NULL,NULL,18515,77,0.8961,0,0,0,0.0909,0.013,Accrediting Bureau of Health Education Schools
Mandalyn Academy,American Fork,UT,84003-2161,3,40.373,-111.7817,NULL,NULL,NULL,NULL,9500,65,0.8615,0.0154,0.0769,0.0154,0,0,National Accrediting Commission of Career Arts and Sciences
Jose Maria Vargas University,Pembroke Pines,FL,33026,3,25.9974,-80.2522,NULL,NULL,NULL,NULL,PrivacySuppressed,34,0,0,0.9118,0,0,0,Accrediting Council for Independent Colleges and Schools
Laird Institute of Spa Therapy,Manchester,NH,03102-5263,3,42.9674,-71.4803,NULL,NULL,NULL,NULL,9043,50,0.98,0,0.02,0,0,0,National Accrediting Commission of Career Arts and Sciences
D A Dorsey Educational Center,Miami,FL,33147-6304,1,25.8391,-80.2253,NULL,NULL,NULL,NULL,NULL,85,0.0941,0.8235,0.0824,0,0,0,Council on Occupational Education
Keweenaw Bay Ojibwa Community College,Baraga,MI,49908-0000,1,46.852,-88.4868,NULL,NULL,12201,NULL,NULL,105,0.2476,0.0095,0,0,0.7429,0,North Central Association of Colleges and Schools The Higher Learning Commission
Meridian Institute of Surgical Assisting,Nashville,TN,37218,3,36.1854,-86.842,NULL,NULL,NULL,NULL,6729,249,0.6627,0.1767,0.1165,0,0,0,Accrediting Bureau of Health Education Schools
Mauna Loa Helicopters,Kailua Kona,HI,96740-2650,3,19.7294,-156.0412,NULL,NULL,NULL,NULL,NULL,19,0.5263,0,0.0526,0,0,0.0526,Accrediting Commission of Career Schools and Colleges
Acaydia School of Aesthetics,Provo,UT,84601-0000,3,40.2349,-111.6586,NULL,NULL,NULL,NULL,5500,13,1,0,0,0,0,0,National Accrediting Commission of Career Arts and Sciences
Manhattan Institute,New York,NY,10016-6516,3,40.7449,-73.9871,NULL,NULL,NULL,NULL,6254,1135,0.1216,0.3515,0.3031,0.1084,0,0,Council on Occupational Education
Cosmetic Arts Institute,Walterboro,SC,29488-4216,3,32.8954,-80.6386,NULL,NULL,NULL,NULL,13416.5,34,0.4412,0.5588,0,0,0,0,Council on Occupational Education
Holistic Massage Training Institute,Baltimore,MD,21218-2407,3,39.3318,-76.6168,NULL,NULL,NULL,NULL,PrivacySuppressed,18,0.5,0.3889,0.0556,0,0,0,Accrediting Bureau of Health Education Schools
Diamonds Cosmetology College,Sherman,TX,75090-2657,3,33.6564,-96.6026,NULL,NULL,NULL,NULL,6078,41,0.5122,0.3171,0.0732,0,0.0976,0,Council on Occupational Education
Tramy Beauty School,San Diego,CA,92115-6347,3,32.7508,-117.0695,NULL,NULL,NULL,NULL,NULL,270,0.0222,0.0148,0.137,0.8185,0,0,National Accrediting Commission of Career Arts and Sciences
Scholars Cosmetology University,Ann Arbor,MI,48108-0000,3,42.2519,-83.6695,NULL,NULL,NULL,NULL,PrivacySuppressed,30,0.1667,0.7333,0,0.0333,0,0,National Accrediting Commission of Career Arts and Sciences
Northern Virginia School of Therapeutic Massage,Falls Church,VA,22046-4302,3,38.885,-77.1723,NULL,NULL,NULL,NULL,5542,96,0.4479,0.2813,0.1146,0.1458,0,0,National Accrediting Commission of Career Arts and Sciences
Paul Mitchell the School-St Louis,St. Louis,MO,63108-1554,3,38.6449,-90.2628,NULL,NULL,NULL,NULL,13114.5,225,0.6311,0.2978,0.0133,0.0044,0,0.0044,National Accrediting Commission of Career Arts and Sciences
Advanced Training Institute,Las Vegas,NV,89118-1519,3,36.2322,-115.0683,NULL,NULL,NULL,NULL,7600,308,0.4026,0.1558,0.276,0.0714,0.0032,0.0714,Accrediting Council for Continuing Education and Training
Cosmopolitan Beauty and Tech School,Annandale,VA,22003-3204,3,38.833,-77.1896,NULL,NULL,NULL,NULL,3500,110,0,0.0091,0.0455,0.9364,0,0,National Accrediting Commission of Career Arts and Sciences
The Salon Professional Academy-Elgin,Elgin,IL,60123-2319,3,42.0543,-88.3391,NULL,NULL,NULL,NULL,5417,33,0.7273,0.1212,0.0909,0.0303,0,0,National Accrediting Commission of Career Arts and Sciences
Salon 496 Barber Academy,Greenville,SC,29607-2548,3,34.8309,-82.3698,NULL,NULL,NULL,NULL,PrivacySuppressed,30,0,0.8667,0.1,0,0,0.0333,National Accrediting Commission of Career Arts and Sciences
Shepherds Theological Seminary,Cary,NC,27518-9316,2,35.7457,-78.7444,NULL,NULL,NULL,NULL,11504,4,1,0,0,0,0,0,Transnational Association of Christian Colleges and Schools Accreditation Commission
